97	50.8199133201	-0.0600180943		16217	2330		14889	7691		1384
98	50.8586695836	-0.1399479875		12275	16238		14986	7159		948
99	51.4547103053	-2.5393260419	1960	12749	803		16471	10993		1510
100	51.4556281067	-2.8467088459		19115	511		13059	15841		1175
101	51.42354005	-2.5979476932	1739	11086	1216		18600	13866		1264
102	51.4621459836	-2.5902611697		10169	2090	343	15227	26593		655
103	52.747436876	1.179320644	871	24338	752		7287	17046		2382
104	51.4105410913	0.0562759162	1070	23569	607		7295	9669		1451
105	52.361759852	-2.0160369997	1923	22558		336	11250	10124		2950
106	51.7206507849	-0.0680648832	2159	26844			8040	6107		1890
107	52.9644884995	-1.2532214065	1422	20585	423		20196	8907		1194
108	51.8938000929	-0.8938495314	980			10331				8401
109	53.778933641	-2.2219467564	3747	6950		1876	13114	14932		929
110	52.8974956407	-1.808744489	2409	22188			15884	7891		1451
111	53.6179435396	-2.3199256292	1825	18070		181	15827	7645		1282
112	53.5561645169	-2.3047845353	1743	16216	493		19508	8796		1017
113	52.2477199208	0.8946173474		27899	2521		9776	15519		3003
114	51.607863184	-3.2177559539	1635	6622			17377	5688		910
115	58.219625814	-4.2448504436		3744		520	7081	11907	5516	
116	53.7178836698	-1.9922301749	1823	20397	858	194	13966	13037		1173
117	51.4701581554	-0.0710785922		6080	1361	93	27619	10432		
118	50.1881915809	-5.2392562973		15969	581		6945	15903		2152
119	52.2021071985	0.1310993969		12829	3804	145	12174	19621		1195
120	52.5338206603	0.103242022	1747	26862		566	9274	10437		2791
121	52.4650742857	-0.2447076406		29425			9877	12748		4826
122	52.1642018975	0.012226707		27995	1039	1968	6024	20157		1873
123	52.2635023183	0.2885331209		27629	766	517	4380	21683		2138
124	52.7124017382	-1.9802171694	2168	18271		380	15076	7732		1580
125	51.2685483145	1.0874923028		22050	1137		7940	16002		1907
126	51.5047952515	-3.1633179837		7799	575	86	10400	14976		765
127	51.5318748597	-3.190675674		17860	362		17666	8724		1130
128	51.466937831	-3.1524598584		12553	554	648	17262	9875		1145
129	51.5061002923	-3.2694652527		12143	750		16894	7186		1117
130	54.8674837689	-2.9506742355	1086	16589	614		15736	6567		969
131	51.947300828	-4.0347099074		8506			10065	4609		1285
132	51.7985008601	-4.6320131497		16649		364	13226	4890		1146
133	51.3614147325	-0.1550612598	1100	16920	355		4015	22180		1348
134	51.5365783801	0.5940303543	2205	19806			6609	4232		
135	52.2559619041	-4.0721739895		4421	696		2210	19139		977
136	52.6986871499	-1.1332017282	3116	26560			10536	11531		1799
137	51.3297965487	0.4837548564	1365	20230	396		14161	5832		1314
138	53.3703959127	-2.1847497998		21445			4920	24717		1430
139	51.7249054316	0.4829300301	899	25207	476		5980	20097		1527
140	51.4792992819	-0.1905113579	388	24093	671		7371	6473		478
141	51.8909054645	-2.0736473118		21739			2703	26659		1192
142	51.6805265308	-0.6277858692		31658	767		2942	14948		2129
143	53.190324876	-2.907788811		18995	535	99	16412	8930		1225
144	53.2483775766	-1.4169626873		7214	600	147	17891	17342		1432
145	50.9267428978	-0.7795401899		31427			5937	15550		3873
146	51.6173784615	0.0042996149	1288	22743	650	202	9780	7242		1133
147	51.3872397982	-2.1818396263	641	21500	446		3620	23970		1783
148	51.6384425658	-0.1898972911		24700	1021	470	12773	10202		1442
149	53.6630924887	-2.6115206451		18922		359	21515	6957		2021
150	50.7902292502	-1.830491217		27888			4849	12478		4201
151	51.5074882791	-0.13866782		19264	778	98	8188	7574		664
152	51.8331012626	1.1594338245	1975	22867	535	292	10799	5577		
153	53.5977761769	-0.2445356726		18939			14641	8192		3194
154	52.9639412087	-3.137611323	1100	10477			13311	5965		819
155	53.1210523987	-3.4925179576		15833		96	9414	5801		864
156	55.8802423223	-4.0662634088		3374			27728	3519	7014	
157	51.8881815085	0.9000642839	705	15169	694		5680	22151		1350
158	53.5924156913	-1.8563660017	1893	20440	867		14589	15603		1163
159	53.1614423393	-2.3051673864		23250		276	8747	16187		2147
160	54.4761150543	-3.3221289628	1474	15866	389		19699	4365		994
161	52.4743919636	-0.5452206766	2525	22886			20991	7834		
162	50.6261079745	-4.6121793194		19531			1971	22512		2300
163	50.4370399823	-4.448104471		22390	826		3507	19170		3083
164	51.8065429406	-1.9173902013		29075	940	428	5886	16211		2292
165	52.4267257797	-1.467597472	1863	9609			21384	7210		1291
166	52.4313019385	-1.5554081469	1666	13648	497	640	19936	8344		1295
167	52.3917817899	-1.5211555904		15352	639		19197	8278		1767
168	51.1254769214	-0.1820309084	1672	21264	598	143	15336	6844		1382
169	53.0626196466	-2.4298106828	1043	23420		177	17374	7656		1414
170	51.3667604286	-0.0498559364	1448	19567	581	3239	16688	6553		997
171	51.3992519406	-0.1032349359		12466	1017	111	28947	7226		891
172	51.3307231957	-0.1027596093		28684	981		11287	12866		2504
173	55.9751647464	-4.0952735786		3407			23549	3924	9794	
174	51.7179835601	-3.451592056		3010			15681	4120		1001
175	51.5308794053	0.1831558552	4952	15183	296	308	17813	3806		1569
176	54.532012199	-1.5566357832	1262	13503			16891	10046		1194
177	51.4215240852	0.2632575214		24428		264	13800	7361		1842
178	52.3075756082	-1.0316528987		29252	770		8168	10064		2333
179	53.2428900475	-3.2207641957	844	12811			15083	5747		655
180	53.4538566862	-2.1275923503		9360		297	19191	6727		2060
181	52.921814822	-1.4907944065	2000	14283		264	14896	12638		829
182	52.8924026211	-1.4609184645		11729		1357	17851	8430		1821
183	53.1149510665	-1.6735359654		24378	772		9061	10512		1779
184	52.9647724383	-1.4272544067	1698	22877			11585	9711		1252
185	53.2465043315	-1.459217886		15503			17948	10947		2636
186	52.831040435	-1.5595351975	2193	22935			15807	8012		1206
187	51.3474664133	-1.7772318529		25519	813	566	4711	12514		2076
188	50.7399324311	-3.777020386		27737	1044		3715	18507		2870
189	50.7162580853	-3.3498854325		25662	815		5721	16548		4346
190	51.0698631782	-3.9148530551	614	18484	697	588	2671	24305		3720
191	50.3824211515	-3.9736174062		27908	641		6193	12034		3084
192	50.7642692239	-4.1835109181	766	25230	1050		2917	22273		3021
193	53.6259392289	-1.6659756865	3265	18898	849	3813	17372	9150		
194	53.5038144587	-1.0535923385	2112	12877		877	16472	7422		1904
195	53.5357064846	-1.0868014382	1762	10340		970	16569	8795		1421
196	53.5858711083	-1.1388033004	2818	8728			19637	6174		1797
197	50.7490683169	-2.0894771164		20831			2748	21100		2109
198	50.9027503161	-2.1638094851		27640	546		2910	20015		2812
199	50.6546471078	-2.1926424799		22667	595		15224	9557		2034
200	50.7897305898	-2.5893476949		27287	675		3815	23364		2196
201	51.1789713842	1.2886911356	1104	22174		82	16900	7962		1747
202	54.651592	-5.718384			1043	21181				
203	54.21386	-6.152344			901					
204	52.5222771496	-2.1066136066	1899	14274			14923	4066		3267
205	52.4922779762	-2.1373560337		16450			12594	5989		3132
206	51.444237546	-0.0915552355		10684	1266		22461	13096		707
207	54.9872118504	-4.2785782776		16501			23950	4608	6419	695
208	55.3646429349	-3.4576060036		17457	510		13263	9080	4945	637
209	55.93558467	-4.273969964		7431			16367	18551	5054	545
210	55.9849141496	-4.5176756443		3242			25905	3434	8497	683
211	56.5118136788	-2.8465921637		6177	542		13529	4285	15350	431
212	56.5050423071	-3.0629989623		3461		365	17994	4233	10716	
213	56.083644955	-3.5232490585		3305			22639	17169	5201	633
214	54.7641135167	-1.565992853	1153	6146		172	20496	17429		856
215	54.8597393114	-1.6324270802	1686	8622			20698	8617		1344
216	54.7729052537	-1.9510331592	1852	8766		2472	18539	10927		1259
217	52.8461921666	-4.0010686795		6447		1310	4021	3538		776
218	51.5151762975	-0.2829128681		17944	737		14228	13041		765
219	51.5375497359	-0.3507925202	1045	14722	505		24023	6283		685
220	51.5071297478	-0.3591332334		12733	705		22024	6383		
221	54.7763585833	-1.3556570862	2317	4790			20579	5597		1631
222	51.5238591616	0.0570516409		7645	586		35471	5849		
223	55.6647442008	-4.0743974383		6613	1003	299	26241	5052	11738	
224	55.941990207	-2.7208615083		9661	862		21919	8288	7883	548
225	50.780674767	0.25936273	939	21223		1327	2497	24658		1305
226	50.927950838	-1.3224027464		21102		154	5153	24966		1933
227	53.1074298207	-2.6561058785		23472			9794	10217		1931
228	55.9444035214	-3.1392311814		4358	2035		17314	7751	8133	
229	55.9697101447	-3.2050464992		7079	1062	128	17740	16016	4568	
230	55.9120812653	-3.1723451601		9452	881		15215	14899	3354	
231	55.8845034513	-3.3150782572		11026	872		19473	8194	5530	
232	55.9530367639	-3.3509265777		10767			12881	16684	6115	
233	51.6289214906	-0.0530890356		12052	516	127	21665	4252		1036
234	53.2775738951	-2.9295924527		15419		782	19750	6663		1619
235	53.8352003451	-1.4018406069	1802	23778		250	19257	9109		1593
236	51.4557044247	0.0548944508	1745	15753	419	104	17416	5299		1011
237	51.6686185941	-0.0793520552	1228	18804	489	91	17112	5403		938
238	51.6421984562	-0.1257867061		21928	632	391	14302	6124		505
239	51.6815681772	0.0630703932	1982	25148	659		6641	10017		1852
240	51.3303414006	-0.2666259611		30868			6538	14734		2549
241	52.9216809321	-1.3085169018	2337	18805	534	464	16304	8343		855
242	51.4926101044	0.1323770201	2184	13365	322		19068	5116		1139
243	51.3569164842	-0.3807279317		32134		378	5829	13541		1783
244	50.7265227919	-3.5190355247	673	17221	792		19942	10581		1930
245	56.0167985076	-3.8446744621		5698			23207	5225	15364	1283
246	50.8573851192	-1.2273301007		30037	791		7719	12945		2235
247	51.2626755749	0.7229840705		26250	890		7748	9162		1722
248	51.4587278834	-0.4055954026	1714	16516	530	505	21174	6679		992
249	54.354958	-7.443237				21300				
250	56.306441949	-2.9670694944		8715			6869	17763	5685	1032
251	51.5394562639	-2.5961317518	1328	19686	441		12772	12197		1506
252	51.5879327068	-0.1899539319		21688	737		15879	8036		817
253	51.0626939278	0.9851628209	1662	26109	637	247	5719	15987		2439
254	51.8371333625	-2.4684124936		22853	923		11789	10676		2522
255	54.933453	-7.267456								
256	53.7833769951	-2.9163990168		22826	654		8624	9641		1945
257	53.3890558067	-0.4689248376	1512	24266			7701	13707		2065
258	53.3587021042	-2.8531312926		6908			25493	8616		1540
259	54.9458453967	-1.5985700159	1787	5716	379		20712	8163		1103
260	52.9845284577	-1.08761654	1598	17962			19821	7350		1459
261	51.3755690214	0.5931984088	1149	21624	356		12944	8484		1515
262	55.8499750757	-4.2582287228	616	2158	800		15908	5010	5357	246
263	55.8562137584	-4.1383996946	677	1453			19797	1617	7957	209
264	55.8959800164	-4.288428697	296	2089	947		13181	9283	3530	
265	55.8830121406	-4.2163438364	798	1569			20100	2262	4158	
266	55.8926067911	-4.3495388519	699	3537	882		19233	5622	5430	
267	55.8155464118	-4.2716677655	637	4592	961		20736	4739	8078	
268	55.834502508	-4.3450479275	841	2084			19863	2870	5192	
269	56.1848326126	-3.1592186505		2922			25247	3108	8799	425
270	51.8472228306	-2.2417669853		20267	511		17847	9767		1808
271	57.3435260208	-2.504364957	699	9111	752		9811	17575	10827	
272	50.8110697687	-1.1739376664	1004	24300	573	493	7944	9887		1496
273	51.6418535743	-4.0908991782	963	13333			16016	7947		652
274	52.8164566057	-0.4801426061	2485	26552			9503	11726		1604
275	51.4051419316	0.3950111513		22956	675	465	13644	6293		2265
276	53.56178036	-0.095129391	1517	10063		835	10777	7388		2043
277	52.6406901578	1.6612929776	1421	18571	416		14295	6188		2066
278	51.4853917195	0.0315056877	1151	10109	1054	65	20262	7498		
279	51.1892712199	-0.5562624858		29618			2812	21836		1021
280	51.5622215392	-0.0723442874		6759	2133	96	25553	11092		
281	51.5432294244	-0.0551202405		5800	1493	95	23888	9600		651
282	52.461732421	-2.0511938018		18115		433	16092	6515		2824
283	53.7387081602	-1.8739027929	2760	14806			16278	8335		654
284	53.7708776309	-0.6949595178	1583	24486	669		7630	12884		
285	53.3491880305	-2.7484287288	1563	8339	647		23843	5718		1228
286	51.5050879817	-0.2303282744	432	17261	696	135	20810	7567		551
287	51.0913985499	-0.9517272174		29137			4043	15640		1477
288	51.2710277127	-0.9929831628		32075			5173	13478		2213
289	51.2637831331	-1.3739134605		31072			6980	12489		2751
290	51.5474633322	-0.1918560092	328	17290	759	91	17332	16491		408
291	52.5206134559	-1.0145606466	1715	26894		228	6981	17097		1462
292	51.7663081661	0.1156848548	1739	19691			14766	5990		1591
293	54.0303141672	-1.4767856765	1094	24305			3413	23266		1056
294	51.6108529764	-0.3172177985		21435	793		18032	6850		896
295	51.5785623214	-0.3530828644		16968	625		20111	7458		954
296	54.6690704222	-1.255605197	2002	10758			16267	6533		2682
297	51.8924395605	0.9879717062	1065	23001	909	170	9774	11554		2527
298	50.9212441727	0.6651285015	1310	20468			18475	7825		1397
299	50.8322055791	-0.9854795158		22433			7777	10273		2611
300	51.4948618074	-0.4436756242	1520	12553	348		23377	3726		
301	53.3989929638	-2.071585934		14114			5234	20485		2148
302	51.7857927452	-0.4797649321	1615	24721		271	10295	11315		1254
303	53.6361870287	-1.3730225467	3059	10662		3946	20506	5667		
304	51.6099167417	-0.2455580326		19635	518		19529	5734		958
305	51.6696993581	-1.0769324235	1020	30054	1328		5835	13466		1817
306	51.9756859523	-2.810734323	986	22366			3506	19885		1638
307	52.1670923374	-2.712620191		24631	1533	586	3373	14744		2701
308	51.8148465101	0.0413065198	1297	29810		325	7620	14373		1716
309	51.9339940412	-0.0570530476		26995	875	209	8291	11801		2075
310	51.7251327126	-0.5530560826	1302	30773		846	6526	15853		1450
311	51.6772828396	-0.2810963534	1397	26476	604		8871	8210		1712
312	55.0599697391	-2.2401129289	1205	18795		1974	8253	13007		
313	53.597426488	-2.215122584	3239	12528		170	18499	10474		1215
314	53.3730691016	-1.8738987976		20587	922	161	15910	10993		1690
315	51.8705789492	-0.3213476767		29869	807	109	7413	14598		1663
316	51.542956766	-0.1414846409	779	11134	1480	96	25198	15256		587
317	51.5704655744	0.2508455759	3421	27469	542	305	11098	7426		2848
318	51.5897649496	-0.1307318754		9174	1261	201	18720	25595		
319	51.0619887271	-0.2949984177		29447	570	87	4189	17987		2839
320	54.8517380199	-1.4503667073	1961	8147		2462	19137	5292		1022
321	50.8479905811	-0.1974280878		18294	2568	85	16426	11240		1206
322	53.6527665787	-1.7592437997	1563	11253	1641		15725	10023		
323	53.7595780522	-0.2924023018		5667			16387	7790		2745
324	53.7819298345	-0.3517673369	1443	4365	478		13044	12403		1358
325	53.733898876	-0.3928837811	1416	6361			13378	7636		1688
326	52.2835971222	-0.2322758742		26516	652	1432	5982	15697		3258
327	53.7500987331	-2.3792348456	2137	14441	463	378	17531	5033		1481
328	51.5966476288	0.0876886801	1545	21506	572		16102	5966		871
329	51.5648548261	0.0899010147		14014	1319		25301	8679		1132
330	55.9044035094	-4.742694197		4502			20993	5007	6577	433
331	57.214592866	-4.1557955032		6278	789		10407	19172	8803	574
332	52.0501028218	1.1661830559	1270	18371	775	93	16292	8556		1365
333	50.675963409	-1.2962074421	1457	32810	931	175	8169	22283		2435
334	51.5596147027	-0.1143427946		6339	1348		24276	11875		716
335	51.5374959272	-0.1062092007		8449	710		18407	14838		701
336	51.6603467124	-3.1586813386	1320	4854		1495	17069	3597		930
337	54.9554738751	-1.4776214143	2709	8002			20910	7163		
338	53.8774260767	-1.9262986424	1962	20003			17063	7059		1470
339	52.2633578423	-1.4568789776		25945	568	362	6949	13393		1214
340	51.5066752184	-0.1999237443		17595	753		8979	6872		754
341	52.4261605005	-0.765497724	1366	23247			14153	7498		
342	55.5826240111	-4.3039972005		6592			24460	3419	12082	
343	51.3780453328	-0.2903547368		20868	555		5337	28428		1450
344	51.4528154688	-2.4738774817	1311	19362	383		16917	8072		1528
345	56.1022175363	-3.2795684259		4258		184	29559	4269	6550	760
346	53.4494629381	-2.8516867672	1895	4004			31650	5964		1145
347	54.441296	-6.108398								
348	55.7308476434	-3.7943105993		6981		670	23258	5249	9780	616
349	53.573289055	-2.866837339		17540	485		21883	6573		1775
350	53.9947727052	-2.7384038779	938	15404	1888	213	15071	8167		1020
351	53.7783108775	-1.5366729676	3066	7541		409	18434	7789		
352	53.8074631544	-1.4596620653	2947	8763			19056	6618		
353	53.8489268709	-1.5361124406	758	15742			20287	9310		842
354	53.8766091374	-1.6318338635	766	11550	508		9132	20653		600
355	53.7999796705	-1.6150893696	2377	7641	1832		16389	9373		1140
356	52.6469213618	-1.0865568274	1700	11722	733		25804	6817		725
357	52.6128770236	-1.1282607891	1418	10066	770		21479	12671		720
358	52.6490123976	-1.1624637919	2158	9728	639	181	13745	8107		883
359	52.7531509832	-1.4050097259	3396	23147			15636	8639		1134
360	52.5146436634	-1.1977067945	2721	27000			11392	11476		1988
361	53.4914024366	-2.5133822154	2724	9284		988	21295	8049		1535
362	50.8686493875	0.0455647313	594	18401	729	80	2508	26048		1728
363	51.4666727183	-0.0312785572		5551	2772		22132	9633		
364	51.4421432016	0.001511002		9850	624		17966	11750		771
365	51.423111808	-0.0483300497		11489	931		18501	12673		1117
366	51.5684854229	0.0133576677	561	8928	562		17511	11095		1080
367	52.7579426638	-1.8336381006		28048			10230	10365		2920
368	53.2164170325	-0.5621292668	1367	17163		222	16105	9256		1004
369	55.9459050056	-3.6741106326		6146			25634	6589	13081	
370	53.3942663428	-2.9674176234	706	4243	1355		22998	8825		674
371	53.4463166918	-2.9484348714	1104	2241			24709	4891		898
372	53.3995974705	-2.9168601451	150	2830	598	149	20132	12965		890
373	53.4359493274	-2.9015144001		3311			22953	4486		1093
374	55.8614574074	-3.5359321031	960	5158		149	23215	5316	12424	443
375	51.7208896619	-4.1907502466		5381			15916	3902		1047
376	54.980766	-6.904907								
377	52.7713271812	-1.1774490968	2040	21971			18227	9675		925
378	53.2908233576	0.0076583536	2199	25065			8760	11194		2183
379	52.4798502701	-2.7209790235	1016	25720	447		3272	15971		2127
380	51.9069861549	-0.4533786315	1316	13672	490		21192	4784		1564
381	51.8706658717	-0.4122836792	1299	12396	366	1872	14725	9567		975
382	53.2617352335	-2.1197266745		23503	840		10164	11544		1418
383	51.5001854911	-0.7923444525	825	31937	482		3795	15168		1243
384	51.1679180607	0.5154775986		23491	655		4769	17602		1637
385	53.516882601	-2.6311818722	3229	8210		3424	20700	7082		
386	51.6808102251	0.7112966278	1464	28661			6070	9254		2446
387	53.4818426311	-2.2079536274	1636	4704	915	120	21059	10620		607
388	53.4518350631	-2.2033100372		4224	1048		19211	12508		
389	53.4271574322	-2.2431139127		5005	798	147	18216	20110		698
390	53.1707313123	-1.1727696149	2108	12741			18753	7469		2985
391	50.9597597083	-1.1348238682		28818		134	3266	16693		1490
392	52.411639389	-1.7113432857	2511	26956	678		10703	9278		1378
393	51.7403694668	-3.3350280303	1173	2412		1845	14007	9951		872
394	54.5583548844	-1.2348687202	1954	6283		1969	15351	6662		1236
395	54.535553174	-1.0104198191	1576	16461		818	18138	7340		1881
396	55.8322145084	-3.1103837177		4661	595	196	18449	6711	8100	364
397	52.108233968	-0.7290064114	1154	23419	733	95	14458	11894		1772
398	52.013841039	-0.7464717518	1502	23034	774		17833	9787		2074
399	51.4009722579	-0.1713876521	1386	11056	381	155	24722	5202		857
400	51.2226583766	-0.3728512108		31263	895		3804	15610		2752
401	51.7694468213	-2.8743006855		22466	587		12041	9026		1126
402	52.6266303489	-3.4226872948		13976		324	2407	12792		1128
403	57.4759211182	-3.267179004		10683			7007	5956	16273	1085
404	54.1149852892	-2.7504366052		18035	598		17169	5791		1843
405	53.7278041925	-1.5534831212	3535	17264			18365	8186		1506
406	55.7875680696	-3.9546685776		3660			23910	3840	7104	
407	57.9113146737	-6.8676954442		647		1412	4838	1097	6723	
408	51.723760035	-3.7556488587	1342	4847			17172	5535		829
409	50.8513540471	-1.5218145083		26443	1024		4915	15136		2518
410	50.8665090896	-1.7434740256		27980	1059		4666	11084		2783
411	53.1260928292	-0.8664764719		27590			11438	10246		1954
412	51.4547439952	-1.3465882402		33057	490	158	2505	20809		1475
413	53.0318950283	-2.2855672212		14841			16393	8466		3491
414	54.9834564713	-1.6497531549	2302	6611	568		15694	8228		754
415	54.983863211	-1.5746964534	1342	6068	620		17043	12590		
416	55.0226372525	-1.6837408439	1890	7966	319		17950	14536		1285
417	51.5743560539	-2.8590959259	1168	7918			12744	11094		677
418	51.5697360603	-3.0301237911	1183	12845	450		16389	6587		1144
419	54.297295	-6.61377				656				
420	50.5507742991	-3.5743340754		20774	701	82	3387	20251		3088
421	52.6492099831	0.9301009558	1261	25123	1457		8857	11267		2800
422	52.8517458433	1.2574534798		15928	508	95	2896	27554		2680
423	52.8272500747	0.5343315506	1839	25916	745		6353	11106		1841
424	52.5049880435	1.3063019138	1086	27133	1000		7252	16193		2329
425	52.5536325605	0.5806296662	1774	23753	830		9119	10613		3061
426	53.6982621318	-1.331153049	3864	11314		1183	22293	7585		
427	52.2645486423	-0.8697433631	1316	13735	443	334	11799	11250		1238
428	52.2437304928	-0.8868669771		15917	363	2242	9913	7579		1897
429	52.1193749163	-1.0413833962		33081	685		10380	12603		2406
430	52.6532247702	1.3111117837	747	17280	1245	143	13379	7783		1878
431	52.6244938782	1.2750674248	697	10902	7095		13650	13960		1145
432	52.966839545	-1.1373073803		7846	928		15022	8053		1138
433	52.9892630116	-1.1975145644	1944	8508			16646	5849		1338
434	52.9364422611	-1.1840004794	1140	13437	630		15209	9406		967
435	52.5231167728	-1.5184477648	2797	18536			16467	6846		
436	56.3155720164	-3.7191150244		10342	609		19131	5754	13944	689
437	51.5753711025	-3.5539652629	1242	5398			18644	5260		780
438	51.4377046112	0.1185422666	2132	24625	371		8768	6996		1532
439	53.5573213892	-2.0189166948	2546	11773			14186	14083		1720
440	53.5442714036	-2.1354721723	3049	10151			19503	8193		1387
441	59.8682272144	-1.9412511651		2032			2061	11989	2042	1222
442	51.3497189534	0.0800531813	1241	29200	511		4400	12000		1360
443	51.746268796	-1.223488398		9727	1238		21938	17357		1202
444	51.7465577415	-1.2992422553		23906	1184		5999	23730		1518
445	55.8825636627	-4.5076352457		6381		550	23613	4597	8333	
